Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,Tax_Percent_2022,Tax_Percent_2023,Tax_Percent_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,CL_2022,CL_2023,CL_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,PromoterHold,About,MCap_category,EBIT_2024,EBIT_2023,EBIT_2022,operating_margin_24,operating_margin_23,operating_margin_22,avg_operating_margin,shares_outstanding,P/R,cash,CA_2024,CA_2023,CA_2022,Change_WC_24-23,Change_WC_23-22,Reinv_rate_24,Reinv_rate_23,Equity_2024,Equity_2023,Equity_2022,invested_capital_2024,invested_capital_2023,invested_capital_2022,ROC_2024,ROC_2023,ROC_2022,sales_to_capital_24-23,sales_to_capital_23-22,debt%_2024,debt%_2023,debt%_2022,Kd,Beta,Ke,WACC,asset_turnover,capex/revenue,Revenue Growth Rates,Forecasted Revenues,Comparison with Biggest Player,Operating Margin Forecast,Forecasted EBIT,growth in operating income,sales/capital scenario 1,sales/capital scenario 2,sales/capital scenario 3,Industry ROIC,Forecasted Reinvestment Scenario 1,Forecasted Reinvestment Scenario 2,Forecasted Reinvestment Scenario 3,Year 10 ROIC(1),Year 10 ROIC(2),Year 10 ROIC(3),total_reinvestment(1),total_reinvestment(2),total_reinvestment(3)
Lykis Limited (BSE:530689),BSE:530689,Transportation,Consumer Staples,329,454,404,329,429,395,6,3,3,3,7,8,1,2,1,-7%,19%,-5%,0%,0%,0%,20,20,20,-8,8,12,113,144,89,11,13,21,4,5,5,0,0,0,1,1,1,130,179,136,-64,-23,66,10,0,-1,58,21,-63,84.1,43.4,67.17,Business Overview: [1] [2] Company offers manufacturing support for private labelling in domestic and 40+ countries,Micro,17,32,3,0.042079208,0.070484581,0.009118541,0.040560777,1.937788018,0.208168317,148.3333333,137,180,131,-51,47,-3.058823529,1.46875,32,28,12,121,172,125,0.140495868,0.186046512,0.024,0.980392157,2.659574468,0.73553719,0.837209302,0.904,5.501580804,1.6,17.1,8.568931335,2.845070423,0.002475248,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[424, 445, 468, 491, 516, 541, 568, 597, 627, 658, 691]",FALSE,"[np.float64(0.04), np.float64(0.05), np.float64(0.06), np.float64(0.07), np.float64(0.09), np.float64(0.1), np.float64(0.11), np.float64(0.12), np.float64(0.13), np.float64(0.14), np.float64(0.15)]","[np.float64(11.87), np.float64(15.58), np.float64(19.66), np.float64(24.06), np.float64(32.51), np.float64(37.87), np.float64(43.74), np.float64(50.15), np.float64(57.06), np.float64(64.48), np.float64(72.55)]",86.69,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0287,"[16.67, 14.0, 12.11, 10.0, 9.26, 9.26, 10.0, 10.74, 11.11, 11.48, np.float64(126.39)]","[14.81, 17.5, 21.9, 25.56, 33.33, 38.46, 49.09, 64.44, 85.71, 103.33, np.float64(126.39)]","[15.38, 13.12, 11.5, 9.58, 10.0, 10.0, 10.8, 13.81, 17.65, 23.85, np.float64(126.39)]",0.2736,0.1121,0.2512,241.02,580.52,262.08
Coal India Limited (NSEI:COALINDIA),NSEI:COALINDIA,Coal & Related Energy,Energy,109715,138252,142324,84995,94020,94352,3866,6560,8396,541,684,819,"4,429","6,833","6,735",26%,27%,23%,60%,47%,42%,6163,6163,6163,36980,54680,76567,3514,4331,6523,132780,156222,147217,46677,64547,75668,12897,17622,18960,8921,7139,7110,110942,132087,134731,41107,35734,18103,-25715,-23465,-4486,-13441,-13704,-13899,228884,371,63.13,"A Maharatna company Coal India was incorporated in 1973 as Coal Mines Authority Ltd after the nationalization of the coal sector. [1] It is a 'Maharatna' company under the Ministry of Coal, Government of India with headquarters at Kolkata, West Bengal. [2]",Large,48791,44916,25261,0.342816391,0.324884993,0.230241991,0.299314458,616.9380054,1.608189764,125920,160801,156848,132760,12958,646,0.173638581,-0.508037225,82730,60843,43143,89253,65174,46657,0.546659496,0.689170528,0.541419294,0.169110013,1.541124372,0.073084378,0.06645288,0.075315601,14.58141753,1,13.5,13.57903473,0.601871704,0.031519631,"[60, 54, 49, 44, 38, 32, 27, 22, 16, 10, 5]","[227718, 350686, 522523, 752433, 1038357, 1370631, 1740702, 2123656, 2463441, 2709785, 2845274]",TRUE,"[np.float64(0.34), np.float64(0.33), np.float64(0.32), np.float64(0.3), np.float64(0.29), np.float64(0.28), np.float64(0.26), np.float64(0.25), np.float64(0.24), np.float64(0.22), np.float64(0.21)]","[np.float64(54196.88), np.float64(81008.47), np.float64(117045.15), np.float64(158010.93), np.float64(210786.47), np.float64(268643.68), np.float64(316807.76), np.float64(371639.8), np.float64(413858.09), np.float64(417306.89), np.float64(418255.28)]",520083.43,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.9228,"[71161.67, 81978.67, 90440.53, 99960.87, 105897.78, 123064.44, 137063.33, 141834.81, 125846.3, 91238.52, np.float64(22662.29)]","[63254.81, 102473.33, 163654.29, 255455.56, 381232.0, 511190.77, 672856.36, 851008.89, 970814.29, 821146.67, np.float64(22662.29)]","[65687.69, 76855.0, 85918.5, 95795.83, 114369.6, 132909.6, 148028.4, 182359.05, 199873.53, 189495.38, np.float64(22662.29)]",0.3604,0.0855,0.3023,1091149.21,4815749.26,1313954.87
Oil and Natural Gas Corporation Limited (NSEI:ONGC),NSEI:ONGC,Oil/Gas (Integrated),Energy,491246,632291,591396,411373,556764,488561,6797,-30,12982,5696,7889,10194,"26,883","24,557","28,763",9%,24%,26%,29%,40%,31%,6290,6290,6290,253213,274357,330780,121986,142255,153181,201771,190212,219523,254402,250819,298454,106719,113945,116022,66642,78873,102207,155496,169478,193091,78248,86062,99263,-41197,-74690,-57203,-35790,-12876,-45650,312620,248,58.89,"History [1] ONGC was established in 1956 by the Government of India for oil exploration. With 60+ years of oil exploration, ONGC has discovered 8 out of 9 producing basins of India: 1958 at Gujarat, 1963 at Assam, 1967 at Rajasthan, 1974 at Mumbai, 1980 at Krishna Godavari, 1985 at Cauvery, 2019 at Bengal & 2022 at Vindhyan.",Large,113029,83416,85569,0.191122361,0.131926597,0.174187678,0.165745545,1260.564516,0.528613653,172688.3333,411320,362296,328857,19713,44998,-0.331684789,-0.355950897,337070,280647,259503,490251,422902,381489,0.230553329,0.197246643,0.224302667,-0.607210204,3.405814599,0.312454233,0.336378168,0.319762824,5.623311884,1,13.5,11.03889546,0.833217334,0.096725375,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[620966, 652014, 684615, 718846, 754788, 792527, 832154, 873761, 917449, 963322, 1011488]",TRUE,"[np.float64(0.19), np.float64(0.18), np.float64(0.18), np.float64(0.17), np.float64(0.16), np.float64(0.16), np.float64(0.15), np.float64(0.14), np.float64(0.13), np.float64(0.13), np.float64(0.12)]","[np.float64(82588.48), np.float64(82153.76), np.float64(86261.49), np.float64(85542.67), np.float64(84536.26), np.float64(88763.02), np.float64(87376.17), np.float64(85628.58), np.float64(83487.86), np.float64(87662.3), np.float64(84964.99)]",3395.01,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1437,"[24641.67, 20698.67, 17158.42, 14883.04, 13311.85, 13977.41, 14676.67, 15410.0, 16180.74, 16990.0, np.float64(29563.32)]","[21903.7, 25873.33, 31048.57, 38034.44, 47922.67, 58060.0, 72049.09, 92460.0, 124822.86, 152910.0, np.float64(29563.32)]","[22746.15, 19405.0, 16300.5, 14262.92, 14376.8, 15095.6, 15850.8, 19812.86, 25698.82, 35286.92, np.float64(29563.32)]",0.1332,0.0759,0.1272,197491.79,694647.98,228399.69
Seamec Limited (BSE:526807),BSE:526807,Oilfield Svcs/Equip.,Energy,350,437,729,220,310,486,46,20,29,7,7,17,84,112,135,1%,-22%,-1%,0%,0%,2%,25,25,25,723,765,886,127,139,327,95,135,169,411,585,717,2,0,1,269,131,123,289,348,566,94,53,150,-124,-5,-316,43,-42,142,2586,1017,72.31,"Business Profile [1] Seamec Limited, a subsidiary of MMG Group, operates in offshore and marine services, providing a range of operations through its fleet of Diving Support Vessels (DSVs), Offshore Support Vessels (OSVs), and bulk carriers.",Small,260,134,137,0.356652949,0.306636156,0.391428571,0.351572559,2.542772861,3.547325103,401,690,479,560,177,-121,-0.534615385,-0.940298507,911,790,748,1238,929,875,0.210016155,0.144241119,0.156571429,0.944983819,1.611111111,0.264135703,0.149623251,0.145142857,5.248853002,1.4,15.9,13.0866518,0.518123667,0.433470508,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[765, 804, 844, 886, 930, 977, 1026, 1077, 1131, 1187, 1247]",FALSE,"[np.float64(0.36), np.float64(0.33), np.float64(0.3), np.float64(0.26), np.float64(0.23), np.float64(0.2), np.float64(0.17), np.float64(0.14), np.float64(0.11), np.float64(0.08), np.float64(0.05)]","[np.float64(192.78), np.float64(185.72), np.float64(177.24), np.float64(161.25), np.float64(149.73), np.float64(136.78), np.float64(122.09), np.float64(105.55), np.float64(87.09), np.float64(66.47), np.float64(43.64)]",-213.06,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.116,"[30.0, 26.0, 21.05, 18.26, 16.3, 17.41, 18.15, 18.89, 20.0, 20.74, np.float64(18.81)]","[26.67, 32.5, 38.1, 46.67, 58.67, 72.31, 89.09, 113.33, 154.29, 186.67, np.float64(18.81)]","[27.69, 24.38, 20.0, 17.5, 17.6, 18.8, 19.6, 24.29, 31.76, 43.08, np.float64(18.81)]",0.046,0.0323,0.0448,225.61,837.11,263.51
Cholamandalam Financial Holdings Limited (NSEI:CHOLAHLDNG),NSEI:CHOLAHLDNG,Financial Svcs. (Non-bank & Insurance),Financials,14644,18154,25830,7210,8597,11389,92,221,256,4328,5778,9249,154,176,248,26%,26%,26%,1%,1%,1%,19,19,19,6427,7642,10223,69229,97191,134014,22097,26181,32662,464,623,1784,40,60,13,13282,17536,20058,83984,112813,155063,-5738,-29329,-35726,-135,295,-2625,7073,27288,38269,27103,1443,46.45,"Services NBFC : The Co. provides financial services through its subsidiary Cholamandalam Investment and Finance Company Limited (CIFCL) by offering vehicle finance, home loans, loan against property, etc to a wide range of customers, wherein it holds 45.41% as of June 2022. General Insurance : The Co. offers a wide range of insurance including motor, travel, health, accident, home, and other types of insurance for corporate customers through its subsidiary Cholamandalam MS General Insurance Company Limited (CMSGICL), wherein it holds 60% as on June 2022. Risk Management & Engineering Solutions : The Co. provides risk management and engineering solutions in the field of Safety, Health, and Environment through its Joint Venture with Mitsui Sumitomo Insurance Group, Japan through Cholamandalam MS Risk Services Ltd (CMSRSL), wherein it holds 49.5% as on June 2022. [1]",Large,23690,15335,11762,0.9171506,0.844717418,0.803195848,0.855021289,18.78239778,1.049283779,117286.6667,175134,130409,97306,38244,29019,1.5035458,1.911574829,10242,7661,6446,144256,104852,75675,0.164221939,0.146253767,0.155427816,0.194802558,0.120300236,0.92900122,0.926935109,0.914819954,6.366075993,1,13.5,6.872575894,0.145999842,0.101626016,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[27122, 28478, 29901, 31397, 32966, 34615, 36345, 38163, 40071, 42074, 44178]",FALSE,"[np.float64(0.92), np.float64(0.88), np.float64(0.84), np.float64(0.81), np.float64(0.77), np.float64(0.73), np.float64(0.7), np.float64(0.66), np.float64(0.62), np.float64(0.59), np.float64(0.55)]","[np.float64(17466.57), np.float64(17542.45), np.float64(17581.79), np.float64(17802.1), np.float64(17768.67), np.float64(17688.26), np.float64(17809.05), np.float64(17631.31), np.float64(17390.81), np.float64(17376.56), np.float64(17008.53)]",-654.34,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0086,"[1076.67, 904.0, 748.95, 650.43, 581.11, 610.74, 640.74, 673.33, 706.67, 741.85, np.float64(98886.8)]","[957.04, 1130.0, 1355.24, 1662.22, 2092.0, 2536.92, 3145.45, 4040.0, 5451.43, 6676.67, np.float64(98886.8)]","[993.85, 847.5, 711.5, 623.33, 627.6, 659.6, 692.0, 865.71, 1122.35, 1540.77, np.float64(98886.8)]",0.1146,0.1003,0.1136,106221.29,127933.77,107571.01
CRISIL Limited (NSEI:CRISIL),NSEI:CRISIL,Financial Svcs. (Non-bank & Insurance),Financials,2301,2769,3140,1690,2039,2258,123,122,94,9,6,4,106,103,104,25%,24%,24%,72%,62%,60%,7,7,7,1571,1785,2182,132,83,47,793,956,1078,661,619,635,5,14,31,645,683,1056,1193,1515,1593,403,456,780,-97,-59,-326,-291,-368,-408,37157,5081,66.64,"Ratings Business (28% of revenues) [1] India’s premier ratings agency having rated 35,000+ large and medium-scale entities. [2] This is the most profitable business of company and accounts for 51% of total profits while contributing only 28% of revenues. [3] The company separated its credit ratings business into a wholly owned subsidiary, CRISIL Ratings Ltd pursuant to changes in SEBI regulations. [4]",Large,886,736,620,0.282165605,0.265799928,0.269448066,0.2724712,7.312930525,11.83343949,1433.666667,2680,2212,1843,346,206,0.022573363,0.199728261,2189,1792,1578,2236,1875,1710,0.396243292,0.392533333,0.362573099,1.027700831,2.836363636,0.021019678,0.044266667,0.077192982,7.51924526,1,13.5,13.37428646,0.947209653,0.103821656,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[3297, 3462, 3635, 3817, 4008, 4208, 4418, 4639, 4871, 5115, 5370]",FALSE,"[np.float64(0.28), np.float64(0.31), np.float64(0.34), np.float64(0.36), np.float64(0.39), np.float64(0.42), np.float64(0.44), np.float64(0.47), np.float64(0.5), np.float64(0.52), np.float64(0.55)]","[np.float64(646.21), np.float64(751.25), np.float64(865.13), np.float64(961.88), np.float64(1094.18), np.float64(1237.15), np.float64(1360.74), np.float64(1526.23), np.float64(1704.85), np.float64(1861.86), np.float64(2067.45)]",2030.34,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0086,"[130.83, 110.0, 91.05, 79.13, 70.74, 74.07, 77.78, 81.85, 85.93, 90.37, np.float64(12020.06)]","[116.3, 137.5, 164.76, 202.22, 254.67, 307.69, 381.82, 491.11, 662.86, 813.33, np.float64(12020.06)]","[120.77, 103.12, 86.5, 75.83, 76.4, 80.0, 84.0, 105.24, 136.47, 187.69, np.float64(12020.06)]",0.5953,0.3228,0.5656,12911.81,15552.32,13076.08
IFCI Limited (NSEI:IFCI),NSEI:IFCI,Financial Svcs. (Non-bank & Insurance),Financials,1556,1699,1988,2108,986,715,39,28,130,943,642,571,66,74,81,16%,559%,68%,0%,0%,0%,2103,2196,2490,715,1571,2045,7095,6020,5367,5574,7152,9016,1741,1764,1734,16,11,13,6541,7700,8678,7190,7464,8493,-257,-336,12,-30,-59,-155,73,465,404,13714,52.5,71.72,"Business Overview IFCI Limited is a NBFC established in 1948, providing financial support for various kinds of projects such as airports, roads, telecom, power, real estate, manufacturing, services sector and such other allied industries. [1]",Mid,1844,1355,391,0.927565392,0.797527958,0.251285347,0.658792899,261.2190476,6.898390342,7715.666667,17184,15175,13747,145,-150,-0.005422993,-0.154243542,4535,3767,2818,9902,9787,9913,0.186225005,0.138448963,0.039443155,2.513043478,-1.134920635,0.542011715,0.615101665,0.715726823,11.53153087,1.2,14.7,12.98265261,0.105085104,0.077967807,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[2087, 2192, 2301, 2416, 2537, 2664, 2797, 2937, 3084, 3238, 3400]",FALSE,"[np.float64(0.93), np.float64(0.89), np.float64(0.85), np.float64(0.81), np.float64(0.78), np.float64(0.74), np.float64(0.7), np.float64(0.66), np.float64(0.63), np.float64(0.59), np.float64(0.55)]","[np.float64(1358.64), np.float64(1365.62), np.float64(1369.09), np.float64(1369.87), np.float64(1385.2), np.float64(1379.95), np.float64(1370.53), np.float64(1356.89), np.float64(1360.04), np.float64(1337.29), np.float64(1309.0)]",-70.91,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0086,"[82.5, 70.0, 57.37, 50.0, 44.81, 47.04, 49.26, 51.85, 54.44, 57.04, np.float64(7610.47)]","[73.33, 87.5, 103.81, 127.78, 161.33, 195.38, 241.82, 311.11, 420.0, 513.33, np.float64(7610.47)]","[76.15, 65.62, 54.5, 47.92, 48.4, 50.8, 53.2, 66.67, 86.47, 118.46, np.float64(7610.47)]",0.1278,0.1102,0.1265,8174.78,9845.86,8278.66
Inditrade Capital Limited (BSE:532745),BSE:532745,Financial Svcs. (Non-bank & Insurance),Financials,200,175,167,156,157,137,1,4,10,33,36,28,5,6,6,46%,-1%,56%,0%,0%,0%,23,23,23,117,96,95,385,256,150,131,136,133,34,32,30,0,0,0,11,11,14,610,468,357,-81,104,91,-19,-3,-7,128,-129,-105,22.2,9.49,31.09,"Business Verticals [1] 1. Lending Business: [2] - Agri-Commodity Finance : Provides loans against non-essential commodities, evaluated through exchange-accredited warehouses, and prices are hedged in exchanges. Loan sizes go up to ₹5 crore. - Microfinance : Offers micro-business loans ranging from ₹10,000 to ₹60,000, targeting joint liability groups. The focus is on providing small loans to underserved segments of the population, particularly in rural areas. **  - MSME Finance** provides business loans up to ₹50 lakh to Micro, Small, and Medium Enterprises (MSMEs), with quick processing (within 72 hours). Credit underwriting uses alternative methods to traditional scoring. E-commerce (Boonbox): [3] Boonbox is a rural e-commerce initiative targeting customers with household incomes of less than ₹1 lakh per annum. The platform offers end-to-end services, from customer acquisition through affiliates, to product delivery, installation, and first-level customer support. Financial Product Distribution: [4] The company offers various financial products through third-party partnerships, including business, personal, insurance, health, and gold loans. This allows Inditrade to diversify its product offerings without directly taking on the full risk of the loans. Technology and Scalability (Scalerator): [5] The company leverages a digital-first approach for loan disbursement, credit underwriting, and customer engagement. Technology enables faster processing and scaling of its operations, especially in segments like microfinance and MSME lending",Nano,58,54,77,0.347305389,0.308571429,0.385,0.346958939,2.339304531,0.132934132,478.3333333,371,479,621,-105,-147,-1.931034483,-2.777777778,118,119,140,268,375,525,0.21641791,0.144,0.146666667,0.074766355,0.166666667,0.559701493,0.682666667,0.733333333,13.76686508,1.8,18.3,15.76279762,0.416458853,0.041916168,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[175, 184, 193, 203, 213, 224, 235, 247, 259, 272, 286]",FALSE,"[np.float64(0.35), np.float64(0.37), np.float64(0.39), np.float64(0.41), np.float64(0.43), np.float64(0.45), np.float64(0.47), np.float64(0.49), np.float64(0.51), np.float64(0.53), np.float64(0.55)]","[np.float64(42.88), np.float64(47.66), np.float64(52.69), np.float64(58.26), np.float64(64.11), np.float64(70.56), np.float64(77.32), np.float64(84.72), np.float64(92.46), np.float64(100.91), np.float64(110.11)]",96.04,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0086,"[6.67, 6.0, 4.74, 4.35, 3.7, 4.07, 4.07, 4.44, 4.44, 4.81, np.float64(640.17)]","[5.93, 7.5, 8.57, 11.11, 13.33, 16.92, 20.0, 26.67, 34.29, 43.33, np.float64(640.17)]","[6.15, 5.62, 4.5, 4.17, 4.0, 4.4, 4.4, 5.71, 7.06, 10.0, np.float64(640.17)]",0.3201,0.2215,0.3114,687.46,827.82,696.18
Maha Rashtra Apex Corporation Limited (BSE:523384),BSE:523384,Financial Svcs. (Non-bank & Insurance),Financials,8,9,9,9,52,4,3,2,342,0,0,0,0,0,0,30%,0%,0%,0%,0%,0%,14,14,14,136,99,447,0,0,0,110,96,87,3,3,3,0,0,0,236,188,519,22,18,27,-2,-8,-9,1,5,6,1,1,0,179,127,62.54,Services Offered: [1] a) Leasing Financing b) Hire purchase c) Bill discounting d) Providing Loans,Micro,5,-43,-1,0.555555556,-4.777777778,-0.125,-1.449074074,1.409448819,19.88888889,22.33333333,546,206,258,349,-38,71,0.76744186,461,113,150,461,113,150,0.010845987,-0.380530973,-0.006666667,0,-0.027027027,0,0,0,,1.6,17.1,,0.016393443,-0.666666667,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[9, 10, 10, 11, 11, 12, 13, 13, 14, 15, 15]",FALSE,"[np.float64(0.56), np.float64(0.56), np.float64(0.55), np.float64(0.55), np.float64(0.55), np.float64(0.55), np.float64(0.55), np.float64(0.55), np.float64(0.55), np.float64(0.55), np.float64(0.55)]","[np.float64(3.53), np.float64(3.92), np.float64(3.85), np.float64(4.23), np.float64(4.23), np.float64(4.62), np.float64(5.0), np.float64(5.0), np.float64(5.39), np.float64(5.78), np.float64(5.78)]",3.21,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0086,"[0.0, 0.67, 0.0, 0.43, 0.0, 0.37, 0.37, 0.0, 0.37, 0.37, np.float64(33.6)]","[0.0, 0.83, 0.0, 1.11, 0.0, 1.54, 1.82, 0.0, 2.86, 3.33, np.float64(33.6)]","[0.0, 0.62, 0.0, 0.42, 0.0, 0.4, 0.4, 0.0, 0.59, 0.77, np.float64(33.6)]",0.0125,0.0122,0.0125,36.18,45.09,36.8
Swastika Investmart Limited (BSE:530585),BSE:530585,Financial Svcs. (Non-bank & Insurance),Financials,83,88,115,66,77,91,0,0,0,3,3,6,1,1,1,26%,26%,27%,6%,10%,5%,3,3,3,48,54,77,14,15,14,173,141,259,4,4,5,0,0,0,1,1,6,233,209,342,1,-20,-22,18,10,11,-13,-1,9,271,183,63.25,"Products & Services: [1] [2] a) Trading & Investment : Company provides buying & selling stocks, currencies & commodities through an inhouse Mobile App Just Trade 2.0 and website www.gotradingo.com b) Research: 360 degree fundamental & technical analysis c) Loan: Loans are provided against Stock, at affordable interest rates d) Learning: Professional short-term courses in financial sector are provided e) Mutual Funds: Diversified & professionally managed investments f) Insurance: Assistance provided for insurance purchase & claims through its website www.HelloPolicy.com g) Investment Banking & Merchant Banking: Valuation, funding & IPO management for businesses h) Algo trading: Provision for automated high-frequency trading Apart from this, company is also helping small business through Venture Capital Funding, Startup Funding, Mentoring, Mergers and acquisitions, SME IPOs",Micro,30,14,20,0.260869565,0.159090909,0.240963855,0.22030811,1.480874317,2.356521739,261.3333333,348,210,234,20,8,1.033333333,1.285714286,80,57,51,94,72,65,0.319148936,0.194444444,0.307692308,1.227272727,0.714285714,0.14893617,0.208333333,0.215384615,28.0952381,1.6,17.1,18.73758865,0.325779037,-0.095652174,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[121, 127, 133, 140, 147, 154, 162, 170, 178, 187, 197]",FALSE,"[np.float64(0.26), np.float64(0.29), np.float64(0.32), np.float64(0.35), np.float64(0.38), np.float64(0.41), np.float64(0.43), np.float64(0.46), np.float64(0.49), np.float64(0.52), np.float64(0.55)]","[np.float64(22.02), np.float64(25.78), np.float64(29.79), np.float64(34.3), np.float64(39.1), np.float64(44.2), np.float64(48.76), np.float64(54.74), np.float64(61.05), np.float64(68.07), np.float64(75.84)]",76.89,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0086,"[5.0, 4.0, 3.16, 3.04, 2.59, 2.59, 2.96, 2.96, 2.96, 3.33, np.float64(440.93)]","[4.44, 5.0, 5.71, 7.78, 9.33, 10.77, 14.55, 17.78, 22.86, 30.0, np.float64(440.93)]","[4.62, 3.75, 3.0, 2.92, 2.8, 2.8, 3.2, 3.81, 4.71, 6.92, np.float64(440.93)]",0.5377,0.3063,0.5136,473.52,569.15,479.46
