Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,tax%_2022,tax%_2023,tax%_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,CL_2022,CL_2023,CL_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,P/E,PromoterHold,About,MCap_category,EBIT_2024,EBIT_2023,EBIT_2022,operating_margin_24,operating_margin_23,operating_margin_22,avg_operating_margin,shares_outstanding,P/R,cash,CA_2024,CA_2023,CA_2022,Change_WC_24-23,Change_WC_23-22,Reinv_rate_24,Reinv_rate_23,Equity_2024,Equity_2023,Equity_2022,invested_capital_2024,invested_capital_2023,invested_capital_2022,ROC_2024,ROC_2023,ROC_2022,sales_to_capital_24-23,sales_to_capital_23-22,debt%_2024,debt%_2023,debt%_2022,Kd,Beta,Ke,WACC,asset_turnover,capex/revenue
Prag Bosimi Synthetics Limited (BSE:500192),BSE:500192,Apparel,Consumer Discretionary,4,1,0,7,3,4,-12,0,3,6,6,6,5,4,4,0%,4%,0%,0%,0%,0%,77,77,77,-61,-74,-85,172,175,175,51,56,61,177,172,168,28,31,31,0,0,0,34,32,28,-3,0,1,-4,-3,-1,7,2,-1,19.5,2.62,,48.18,"Business Overview: [1] PBSL is a Joint Sector Company and only industrial venture of public â private initiative in North East India promoted by the Govt of Assam through Assam Industrial Development Corporation Limited (AIDC). Company's main product Polyester Filament Yarn (Texturised, Dyed, Dope Dyed) Polyester Partially Oriented Yarn (POY) is manufactured from petrochemical feed stock which can be either PTA (Purified Terephthalic Acid) or DMT (Di-Methyl Terepthalate). PBSL's plant has been designed to use both PTA and DMT as Raw Material (dual feed capacity). Apart from this, PBSL has its own packaging unit, comprising of Corrugated Carton manufacturing plant, Paper Tube manufacturing plant and all Plastic Packaging accessories manufacturing plant",Nano,2,4,3,inf,4,0.75,inf,7.442748092,inf,31.33333333,59,63,62,-9,-4,-5,-1.75,-8,3,16,167,178,188,0.011976048,0.02247191,0.015957447,0.090909091,0.3,1.047904192,0.983146067,0.914893617,3.448504983,1.8,18.3,2.73705612,0,inf
Rajesh Exports Limited (NSEI:RAJESHEXPO),NSEI:RAJESHEXPO,Apparel,Consumer Discretionary,243128,339690,280676,241949,338054,280348,40,24,242,90,81,139,91,101,64,3%,3%,9%,3%,0%,0%,30,30,30,12416,14694,15217,815,723,655,10655,7428,6170,1449,2038,2071,6,38,9,1113,1241,1292,21348,19557,18700,-4,457,316,86,10,69,-326,-186,-208,5532,187,144,54.55,"Business Overview The company is a gold refiner, manufacturer,, and exporter of gold products. It is the only company in the world with a presence across the entire gold value chain from refining to retailing, **processing 35% of gold produced worldwidedia.com/xml-data/corpfiling/AttachHis/4ede53b6-cf59-4f98-b184-bc3807d26740.pdf#page=77 #} [1]",Mid,467,1717,1269,0.00166384,0.005054609,0.005219473,0.003979307,29.5828877,0.019709558,19868.33333,20001,20836,22467,423,1596,1.053533191,0.935352359,15247,14724,12446,15902,15447,13261,0.029367375,0.111154269,0.095694141,-129.7010989,44.17291857,0.041189787,0.046805205,0.061458412,14.48921278,1.2,14.7,14.69131772,12.71638275,-0.000245835
Renaissance Global Limited (BSE:532923),BSE:532923,Apparel,Consumer Discretionary,2190,2237,2107,2014,2063,1943,30,4,10,35,51,59,35,32,30,22%,7%,14%,15%,0%,0%,19,19,19,905,1007,1129,706,611,655,372,283,222,218,258,258,9,2,1,74,99,119,1700,1562,1647,86,229,-41,-115,-66,-23,30,-217,-17,1538,160,20.7,58.83,"Business Overview: [1] RGL designs, manufactures, and supplies branded jewellery in USA, Canada, UK & key Asian markets. Company operates through B2B and D2C models. It has launched online stores through 7 D2C websites to market & supply licensed brands and owned brands",Small,223,225,211,0.105837684,0.100581135,0.096347032,0.10092195,9.6125,0.729947793,1636.333333,1767,1663,1783,165,-31,0.6367713,-0.431111111,1148,1026,924,1803,1637,1630,0.123682751,0.137446549,0.129447853,-0.78313253,6.714285714,0.363283417,0.373243739,0.433128834,7.437370949,1.4,15.9,12.82566721,1.040493827,0.010915994
S.P. Apparels Limited (NSEI:SPAL),NSEI:SPAL,Apparel,Consumer Discretionary,859,1078,1087,707,935,929,9,23,16,12,19,19,35,36,38,26%,26%,24%,0%,9%,0%,26,25,25,612,649,739,231,245,203,193,179,175,450,459,454,8,10,19,0,113,51,604,515,618,27,216,79,-29,-160,6,24,-48,-67,1925,767,22.4,61.93,Business Segments,Small,177,162,164,0.162833487,0.150278293,0.190919674,0.168010485,2.509778357,1.770929163,579,688,638,612,54,40,0.338983051,-0.740740741,764,674,638,967,919,869,0.183040331,0.176278564,0.18872267,0.1875,4.38,0.209927611,0.266594124,0.265822785,7.436504382,1.4,15.9,14.12327858,0.951838879,-0.005519779
Sarla Performance Fibers Limited (BSE:526885),BSE:526885,Apparel,Consumer Discretionary,426,387,383,347,331,325,17,10,21,5,5,6,27,30,28,28%,34%,27%,35%,0%,0%,8,8,8,384,387,420,135,109,137,100,77,85,232,259,240,16,0,0,51,125,194,329,196,216,37,102,31,-26,-56,-56,-18,-46,24,670,80.2,12,56.7,"Business Overview: [1] SPFL is an ISO 9001:2015, Oeko Tex  Standard certified and 100% EOU engaged in manufacturing and export of polyester and nylon textured, twisted and dyed yarns, covered yarns, high tenacity yarns and sewing thread. It has nylon and polyester product range of over 250 varieties of value added yarns  and threads",Small,64,61,84,0.167101828,0.157622739,0.197183099,0.173969222,8.354114713,1.749347258,247,410,321,396,81,-52,0.390625,-1.770491803,428,395,392,565,504,527,0.113274336,0.121031746,0.159392789,-0.06557377,1.695652174,0.242477876,0.216269841,0.256166983,4.223473904,1.4,15.9,13.06870075,0.589230769,0.146214099
Swan Energy Limited (BSE:503310),BSE:503310,Apparel,Consumer Discretionary,487,1438,5017,419,1207,4149,7,11,82,189,223,226,70,81,115,-14%,-2%,4%,-2%,-7%,1%,26,26,31,1219,2257,6248,4117,4985,3449,1035,2954,2439,2238,4225,4148,2389,3253,3657,3,30,134,1768,2715,4229,29,-235,26,-494,-1116,-512,1309,598,1604,16692,532,50.2,53.96,"Business Segments 1) Distribution & Development (74% in H1 FY25 vs 21% in FY23): [1] [2] In January 2023, the company completed the acquisition of a majority stake in Veritas India Ltd (VIL) for Rs. 260 Cr. VIL trades and distributes chemicals and petrochemical products used in paint, oil refining, etc. It operates a terminal in Hamriyah, UAE, with a capacity of 1,70,000 MT. [3] [4]",Mid,1094,454,257,0.218058601,0.315716273,0.527720739,0.353831871,31.37593985,3.327087901,2904,8020,5998,4160,2537,-81,1.851005484,-2.636563877,6279,2283,1245,9728,7268,5362,0.112458882,0.062465603,0.047929877,1.454878049,0.498950682,0.354543586,0.685883324,0.767810518,5.205588536,1.2,14.7,11.33381732,0.41231098,0.10205302
Uniroyal Industries Limited (BSE:521226),BSE:521226,Apparel,Consumer Discretionary,98,112,98,92,109,95,0,0,2,2,2,2,2,2,2,16%,-7%,-36%,0%,0%,0%,8,8,8,11,10,11,20,23,22,10,10,10,22,20,18,0,0,0,0,0,0,27,31,33,3,-2,2,1,0,1,-4,2,-2,17.4,21,7.87,55.34,"Business Overview: [1] Company focuses on indigenous as well as foreign textile markets. Company manufactures computerized Woven Labels and Narrow Fabrics in âTaffeta' & âSatin' weaves, printed labels and plastic seals. Company meets the demands of garment manufacturers and exporters, furnishing industry, shoe industry and toy industry.",Nano,5,5,8,0.051020408,0.044642857,0.081632653,0.059098639,0.828571429,0.17755102,30.33333333,33,31,27,2,4,0.6,0.8,19,18,19,41,41,39,0.12195122,0.12195122,0.205128205,#NAME?,7,0.536585366,0.56097561,0.512820513,9.262187088,1.8,18.3,13.45044185,1.921568627,-0.010204082
V.I.P. Industries Limited (BSE:507880),BSE:507880,Apparel,Consumer Discretionary,1290,2082,2245,1143,1765,2047,36,-16,37,26,31,59,70,74,99,22%,22%,29%,53%,42%,52%,28,28,28,531,613,650,298,352,871,371,421,517,265,309,532,7,15,14,42,23,3,915,1067,1518,-24,175,-132,146,-84,-76,-126,-75,218,5263,371,,51.74,"Market Leadership The company is Asiaâs leading and the worldâs 2nd-largest manufacturer and retailer of luggage, backpacks, and handbags. It is an established leader in the organized and oligopolistic Indian luggage market with a ~38% market share. [1]",Mid,257,348,173,0.114476615,0.167146974,0.134108527,0.138577372,14.18598383,2.344320713,1166.666667,1535,1105,964,334,91,1.003891051,0.020114943,678,641,559,1549,993,857,0.165913493,0.350453172,0.201866978,0.293165468,5.823529412,0.562298257,0.35448137,0.347724621,8.101824529,1.2,14.7,10.98985743,1.086115143,0.033853007
Zodiac Clothing Company Limited (NSEI:ZODIACLOTH),NSEI:ZODIACLOTH,Apparel,Consumer Discretionary,127,175,146,143,180,163,26,46,8,7,8,8,19,18,19,-1%,-3%,0%,0%,0%,0%,25,26,26,222,253,220,73,64,86,39,33,46,125,116,139,3,3,6,51,84,65,181,174,168,-5,1,-5,7,16,17,-10,-15,-15,304,117,,71.4,"Business Overview: [1] ZCCL is in the business of cutting, stitching, washing, and pressing of fabric into apparels. It operates in menâs formal wear through its flagship brand, Zodiac , in party /club wear through its sub-brand, ZOD! , and in relaxed casual wear through its sub-brand, Z3 . These brands are licensed by ZCCL from its group company, Metropolitan Trading Company , that is 100% owned by the promoters under a perpetual licensing arrangement. MTC charges a royalty of 1% on annual turnover from ZCCL",Micro,-9,3,-9,-0.061643836,0.017142857,-0.070866142,-0.038455707,2.598290598,2.082191781,174.3333333,239,261,235,-35,32,2,16,246,279,247,332,343,320,-0.027108434,0.008746356,-0.028125,2.636363636,2.086956522,0.259036145,0.186588921,0.228125,10.46378889,1.6,17.1,15.38098146,0.386243386,-0.116438356
Eicher Motors Limited (BSE:505200),BSE:505200,Auto & Truck,Consumer Discretionary,10298,14442,16536,8120,10996,12206,496,908,1521,19,28,51,452,526,598,24%,23%,23%,34%,35%,35%,27,27,27,12581,14963,18018,108,288,419,3424,3919,4650,2424,2690,2914,505,472,555,7721,12321,13527,5490,3715,6119,1527,2823,3724,-983,-2397,-2834,-593,-417,-844,140567,5128,32.9,49.09,Business Verticals,Large,4381,3474,2197,0.264937107,0.2405484,0.213342397,0.239609301,27.41166147,8.500665215,5108,20201,16508,13716,2962,2297,0.029217074,-0.028785262,18045,14990,12608,18464,15278,12716,0.23727253,0.227385783,0.172774457,0.657250471,1.617486339,0.022692808,0.018850635,0.008493237,13.16221751,1,13.5,13.49233477,0.715379624,0.171383648
Autoline Industries Limited (NSEI:AUTOIND),NSEI:AUTOIND,Auto Parts,Consumer Discretionary,568,650,654,522,611,603,7,12,2,26,22,23,20,18,14,0%,0%,2%,0%,0%,0%,38,39,39,23,36,97,237,173,194,190,191,245,150,141,187,4,11,15,0,0,0,333,287,373,-53,76,19,5,2,-55,47,-79,35,349,89.6,17.1,30.14,"Business Overview: [1] AIL is a medium-sized auto engineering firm which crafts sheet metal components, subassemblies, and assorted parts for top- tier automotive OEMs, including a) Foot Control Modules b) Parking brakes c) Hinges, cab stay and tilt d) Exhaust systems e) Tubular structures f) Prototyping g) Fabrications",Micro,74,61,72,0.113149847,0.093846154,0.126760563,0.111252188,3.895089286,0.533639144,331,388,298,337,36,-40,-0.256756757,-0.62295082,136,75,61,330,248,298,0.224242424,0.245967742,0.241610738,0.048780488,-1.64,0.587878788,0.697580645,0.795302013,11.84763241,1.6,17.1,14.01224451,1.137391304,0.084097859
India Nippon Electricals Limited (NSEI:INDNIPPON),NSEI:INDNIPPON,Auto Parts,Consumer Discretionary,566,656,724,517,603,658,25,23,25,0,0,0,13,15,15,18%,20%,22%,28%,43%,39%,11,11,11,494,549,612,4,4,3,132,154,211,130,134,143,5,13,13,278,355,432,228,215,249,7,57,63,28,-46,-39,-15,-22,-25,1385,612,19.3,70.37,"Product Portfolio [1] INEL produces ignition system parts for OEMs in the vehicle industry and enjoys market leadership in the electronic ignition system products. They have recently entered the market for EVs. Company continues to expand its product portfolio with sensors, controllers, converters and engine control units etc. The products are Electronic Ignition System, Controllers, Sensors, Electric Vehicles and After Market. [2]",Small,66,53,49,0.091160221,0.080792683,0.086572438,0.086175114,2.263071895,1.912983425,230.6666667,694,583,511,54,50,0.227272727,0.075471698,623,560,505,626,564,509,0.10543131,0.093971631,0.096267191,1.096774194,1.636363636,0.004792332,0.007092199,0.007858546,0,1.4,15.9,15.82380192,0.864994026,0.053867403
Sundram Fasteners Limited (NSEI:SUNDRMFAST),NSEI:SUNDRMFAST,Auto Parts,Consumer Discretionary,4902,5663,5666,4101,4809,4777,39,45,52,29,40,32,191,198,213,26%,24%,24%,30%,37%,28%,21,21,21,2600,2995,3400,772,730,647,891,878,921,1948,2029,2099,117,65,164,77,102,137,2142,2428,2587,401,469,589,-203,-234,-389,-186,-214,-235,20556,978,37.5,46.94,"Product Portfolio High Tensile Fasteners: Wind Energy Fasteners, Automotive Fasteners, Engine Fasteners, Aerospace and Aviation Fasteners, etc. Cold extruded parts: Gear blanks, Transmission shafts, Cams, etc Hot Forged Parts: Bevel Gear & Pinion Family, Hub, Gen 3 Bearing hub rings, etc. Powertrain components: Turbine and output Shafts, Clutch hub, Sun Gear Shafts, etc. Pump & Assemblies: Water pumps, Oil pumps, Mechanical Fuel feed pumps. Radiator Caps: Metal Caps, Nylon Caps. Powder metallurgy: Rotors and gears, synchronizer hubs, bushes, structural parts, etc. Iron Powder: Powders for Press & Sinter Applications, Plain Iron Powders, Diffusion Bonded Powders, etc. [1]",Large,921,894,830,0.162548535,0.157866855,0.169318645,0.163244679,21.01840491,3.62795623,2385.666667,2888,2595,2336,250,272,-0.15092291,0.042505593,3421,3016,2621,4068,3746,3393,0.22640118,0.238654565,0.244621279,0.00931677,2.155807365,0.159046214,0.194874533,0.227527262,4.727277637,1,13.5,12.10473172,1.136154,0.068655136
LCC Infotech Limited (BSE:532019),BSE:532019,Education,Consumer Discretionary,1,2,2,2,2,3,0,0,-52,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,25,25,25,31,30,-23,3,3,2,2,2,2,2,2,0,0,0,0,17,17,1,42,42,6,0,0,0,0,0,1,0,0,-1,114,9,,45.84,Business Overview: [1] Company helps in building skilled human capital and enhancing workforce talent on a PAN India basis. It offers training and development solutions for enterprises and individuals and helps graduates to improve their employability for jobs in IT industries. Its programs are designed to build skilled computer hardware and networking professionals. Company works on a franchisee-based model,Micro,-1,0,-1,-0.5,0,-1,-0.5,12.66666667,57,30,7,59,59,-52,0,51,,2,55,56,4,58,59,-0.25,0,-0.016949153,0,-1,0.5,0.051724138,0.050847458,0,1.6,17.1,8.55,0.285714286,-0.5
Usha Martin Education & Solutions Limited (NSEI:UMESLTD),NSEI:UMESLTD,Education,Consumer Discretionary,0.78,0.66,0.73,0.68,0.57,0.5,0.12,0.15,0.27,0.16,0.16,0.16,0,0,0,0.00%,25.00%,55.88%,0.00%,0.00%,0.00%,2.64,2.64,2.64,11.42,11.48,11.64,2.71,2.57,1.7,1.82,1.7,1.83,1.24,1.24,1.23,0,0,0,15.5,15.5,15.5,1.85,1.65,1.08,0.2,0.12,0.62,0.02,0.17,0.26,-0.18,-0.3,-0.89,16.5,6.24,183,39.83,"Business Overview: [1] Company provides training to freshers and professionals in different technical and functional ERP modules. Company also imparts training on E-commerce, CRM software and Sales Force Commerce Cloud.",Nano,0.39,0.25,0.26,0.534246575,0.378787879,0.333333333,0.415455929,2.644230769,22.60273973,1.526666667,16.58,17.15,17.35,-0.7,-0.08,-1.128205128,0.36,14.28,14.12,14.06,15.98,16.69,16.77,0.024405507,0.014979029,0.015503876,-0.098591549,1.5,0.106382979,0.153984422,0.161598092,7.18050156,1.8,18.3,17.11707463,0.040988209,-0.356164384
Zee Learn Limited (BSE:533287),BSE:533287,Education,Consumer Discretionary,248,324,356,197,293,260,31,-408,146,44,44,42,37,32,24,1665%,2%,12%,0%,0%,0%,33,33,33,430,-13,150,437,463,360,547,540,542,987,649,628,53,53,0,0,0,0,407,320,456,62,42,50,-6,-12,-6,-37,-30,-51,259,7.93,6.78,15.01,"Business Overview: [1] ZLL is a part of Essel Group. They operate K-12 school, pre schools and vocational academies . ZLL also acts as a consultant to local entrepreneurs who wish to set-up K-12 schools and the Kidzee pre-school and provides end-to-end education management and advisory services. The group follows a structure of Company- Owned and Company Operated (COCO) and franchisee models. It has 49 pre school centers under the COCO model (32 Kidzee,11 Mount Litera World Pre schools and 6 Mount Litera Zee schools Junior). Company also has 6K-12 COCO schools (5 Mount Litera Zee School and 1 Mount Litera Schools International), which operate under various trusts or societies",Micro,138,75,95,0.387640449,0.231481481,0.383064516,0.334062149,32.66078184,0.72752809,394.3333333,456,373,460,81,-80,0.543478261,-1.226666667,183,20,463,543,483,900,0.254143646,0.155279503,0.105555556,0.533333333,-0.182254197,0.662983425,0.958592133,0.485555556,10.4128521,1.6,17.1,12.66653178,0.328413284,0.016853933
Asian Hotels (East) Limited (BSE:533227),BSE:533227,Hotel/Gaming,Consumer Discretionary,51,94,108,53,73,78,-30,12,36,0,0,21,3,4,4,-4%,18%,25%,0%,18%,14%,12,17,17,675,186,213,141,0,334,88,38,41,710,179,178,5,3,3,91,0,0,110,60,424,3,9,-385,-10,1,58,7,-10,327,240,139,10.1,65.63,"Hotels : [1] [2] The company owns and operates Hyatt Regency Kolkata; a 5-star hotel with 233 rooms and 4 restaurants with a space of ~36,000 sq. ft., through its wholly-owned subsidiary",Micro,51,21,-2,0.472222222,0.223404255,-0.039215686,0.218803597,1.726618705,2.222222222,198,427,63,206,361,-93,8.215686275,-4.380952381,230,203,687,564,203,828,0.090425532,0.103448276,-0.002415459,0.038781163,-0.0688,0.592198582,0,0.170289855,,1.6,17.1,,0.178512397,-0.537037037
Delta Corp Limited (BSE:532848),BSE:532848,Hotel/Gaming,Consumer Discretionary,616,964,925,477,598,619,30,46,107,16,24,23,56,59,64,30%,20%,25%,50%,13%,14%,27,27,27,1995,2192,2491,45,68,52,210,250,286,1197,1211,1291,7,22,179,638,560,665,435,744,721,127,154,170,-45,-74,-114,-44,-52,-54,2656,99.2,22.7,33.26,Business Mix,Small,329,390,155,0.355675676,0.404564315,0.251623377,0.337287789,26.77419355,2.871351351,633.3333333,1565,1326,1080,203,206,0.270516717,0.338461538,2518,2219,2022,2570,2287,2067,0.128015564,0.170529077,0.074987905,-0.137809187,1.581818182,0.020233463,0.029733275,0.021770682,38.36014748,1.4,15.9,16.35444656,0.323879552,0.123243243
Graviss Hospitality Limited (BSE:509546),BSE:509546,Hotel/Gaming,Consumer Discretionary,48,65,54,52,55,47,2,2,1,1,0,0,5,4,4,-1%,25%,20%,0%,0%,0%,14,14,14,160,166,169,18,4,3,27,26,29,187,184,182,9,7,14,2,10,10,21,9,8,22,22,9,-28,-9,-8,2,-14,-1,325,46.1,24.5,74.91,"Services Offered: [1] [2] [3] Company is in the business of Hospitality and Real Estate . It is having one 5 Star hotel in the name of Inter-Continental at Marine Drive, in Mumbai. As of FY22, it has 59 guest rooms and 2 meeting rooms.",Micro,7,10,-3,0.12962963,0.153846154,-0.0625,0.073658594,7.04989154,6.018518519,12.66666667,32,26,32,3,-5,-0.714285714,-1.4,183,180,174,186,184,192,0.037634409,0.054347826,-0.015625,-5.5,-2.125,0.016129032,0.02173913,0.09375,1.851851852,1.6,17.1,16.85406213,0.252336449,0.148148148
Royal Orchid Hotels Limited (NSEI:ROHLTD),NSEI:ROHLTD,Hotel/Gaming,Consumer Discretionary,139,264,294,115,182,218,42,16,19,17,16,18,19,18,20,10%,26%,17%,0%,12%,14%,27,27,27,98,146,163,149,158,200,89,93,79,193,206,255,0,1,0,24,27,30,145,190,184,22,56,59,-3,-9,-37,-13,-25,-39,910,332,18.9,63.64,"Business Overview: [1] [2] ROHL is in the business of managing hotels under flagship brands. Currently it has 107+ Hotels & Resorts in 70+ Locations in 16 States. Company runs Owned hotels, Leased Hotels, Managed & Franchised Hotels, and Subsidiaries Companies",Small,94,98,41,0.319727891,0.371212121,0.294964029,0.32863468,2.740963855,3.095238095,173,214,218,169,10,45,-0.287234043,0.367346939,190,173,125,390,331,274,0.241025641,0.296072508,0.149635036,0.508474576,2.192982456,0.512820513,0.47734139,0.54379562,10.17865942,1.4,15.9,12.96597919,0.626865672,0.12585034
Tribhovandas Bhimji Zaveri Limited (NSEI:TBZ),NSEI:TBZ,Retail (Special Lines),Consumer Discretionary,1844,2394,2299,1762,2269,2153,8,5,6,41,53,57,23,24,24,22%,23%,24%,33%,29%,21%,67,67,67,461,494,535,588,575,614,341,339,243,152,159,151,0,1,0,0,0,0,1305,1316,1308,-66,93,40,-2,-7,-7,71,-87,-29,1157,173,18.4,74.12,"Business Overview: [1] TBZ, a 150-year-old family-run Indian jewellery business, was the first to introduce 100% BIS hallmarked 22 karat gold jewellery, certified solitaire diamonds, and a lifetime buyback scheme on gold and diamond jewellery. It pioneered lightweight precious jewellery and offers handcrafted gold, diamond, jadau, and platinum jewellery for various occasions, as well as contemporary designs for daily wear.",Small,203,178,123,0.088299261,0.074352548,0.06670282,0.076451543,6.687861272,0.503262288,1309.666667,1308,1317,1305,87,14,0.39408867,0.039325843,602,561,528,1216,1136,1116,0.166940789,0.156690141,0.110215054,-1.1875,27.5,0.504934211,0.506161972,0.52688172,8.491189347,1.4,15.9,12.15903804,1.575736806,0.003044802
