Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,tax%_2022,tax%_2023,tax%_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,other_liabilities_2022,other_liabilities_2023,other_liabilities_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,P/E,PromoterHold,About
Zodiac Clothing Company Limited (NSEI:ZODIACLOTH),NSEI:ZODIACLOTH,Apparel,Consumer Discretionary,"<td class="""">127</td>","<td class="""">175</td>","<td class="""">146</td>","<td class="""">143</td>","<td class="""">180</td>","<td class="""">163</td>",26,46,8,7,8,8,19,18,19,-1%,-3%,0%,0%,0%,0%,25,26,26,222,253,220,73,64,86,39,33,46,125,116,139,3,3,6,51,84,65,181,174,168,-5,1,-5,7,16,17,-10,-15,-15,304,117,,71.40%,"Business Overview: [1] ZCCL is in the business of cutting, stitching, washing, and pressing of fabric into apparels. It operates in men’s formal wear through its flagship brand, Zodiac , in party /club wear through its sub-brand, ZOD! , and in relaxed casual wear through its sub-brand, Z3 . These brands are licensed by ZCCL from its group company, Metropolitan Trading Company , that is 100% owned by the promoters under a perpetual licensing arrangement. MTC charges a royalty of 1% on annual turnover from ZCCL"
Eicher Motors Limited (BSE:505200),BSE:505200,Auto & Truck,Consumer Discretionary,"<td class="""">10,298</td>","<td class="""">14,442</td>","<td class="""">16,536</td>","<td class="""">8,120</td>","<td class="""">10,996</td>","<td class="""">12,206</td>",496,908,"1,521",19,28,51,452,526,598,24%,23%,23%,34%,35%,35%,27,27,27,"12,581","14,963","18,018",108,288,419,"3,424","3,919","4,650","2,424","2,690","2,914",505,472,555,"7,721","12,321","13,527","5,490","3,715","6,119","1,527","2,823","3,724",-983,"-2,397","-2,834",-593,-417,-844,"1,40,567","5,128",32.9,49.09%,Business Verticals
Autoline Industries Limited (NSEI:AUTOIND),NSEI:AUTOIND,Auto Parts,Consumer Discretionary,"<td class="""">568</td>","<td class="""">650</td>","<td class="""">654</td>","<td class="""">522</td>","<td class="""">611</td>","<td class="""">603</td>",7,12,2,26,22,23,20,18,14,0%,0%,2%,0%,0%,0%,38,39,39,23,36,97,237,173,194,190,191,245,150,141,187,4,11,15,0,0,0,333,287,373,-53,76,19,5,2,-55,47,-79,35,349,89.6,17.1,30.14%,"Business Overview: [1] AIL is a medium-sized auto engineering firm which crafts sheet metal components, subassemblies, and assorted parts for top- tier automotive OEMs, including a) Foot Control Modules b) Parking brakes c) Hinges, cab stay and tilt d) Exhaust systems e) Tubular structures f) Prototyping g) Fabrications"
India Nippon Electricals Limited (NSEI:INDNIPPON),NSEI:INDNIPPON,Auto Parts,Consumer Discretionary,"<td class="""">566</td>","<td class="""">656</td>","<td class="""">724</td>","<td class="""">517</td>","<td class="""">603</td>","<td class="""">658</td>",25,23,25,0,0,0,13,15,15,18%,20%,22%,28%,43%,39%,11,11,11,494,549,612,4,4,3,132,154,211,130,134,143,5,13,13,278,355,432,228,215,249,7,57,63,28,-46,-39,-15,-22,-25,"1,385",612,19.3,70.37%,"Product Portfolio [1] INEL produces ignition system parts for OEMs in the vehicle industry and enjoys market leadership in the electronic ignition system products. They have recently entered the market for EVs. Company continues to expand its product portfolio with sensors, controllers, converters and engine control units etc. The products are Electronic Ignition System, Controllers, Sensors, Electric Vehicles and After Market. [2]"
Sundram Fasteners Limited (NSEI:SUNDRMFAST),NSEI:SUNDRMFAST,Auto Parts,Consumer Discretionary,"<td class="""">4,902</td>","<td class="""">5,663</td>","<td class="""">5,666</td>","<td class="""">4,101</td>","<td class="""">4,809</td>","<td class="""">4,777</td>",39,45,52,29,40,32,191,198,213,26%,24%,24%,30%,37%,28%,21,21,21,"2,600","2,995","3,400",772,730,647,891,878,921,"1,948","2,029","2,099",117,65,164,77,102,137,"2,142","2,428","2,587",401,469,589,-203,-234,-389,-186,-214,-235,"20,556",978,37.5,46.94%,"Product Portfolio High Tensile Fasteners: Wind Energy Fasteners, Automotive Fasteners, Engine Fasteners, Aerospace and Aviation Fasteners, etc. Cold extruded parts: Gear blanks, Transmission shafts, Cams, etc Hot Forged Parts: Bevel Gear & Pinion Family, Hub, Gen 3 Bearing hub rings, etc. Powertrain components: Turbine and output Shafts, Clutch hub, Sun Gear Shafts, etc. Pump & Assemblies: Water pumps, Oil pumps, Mechanical Fuel feed pumps. Radiator Caps: Metal Caps, Nylon Caps. Powder metallurgy: Rotors and gears, synchronizer hubs, bushes, structural parts, etc. Iron Powder: Powders for Press & Sinter Applications, Plain Iron Powders, Diffusion Bonded Powders, etc. [1]"
LCC Infotech Limited (BSE:532019),BSE:532019,Education,Consumer Discretionary,"<td class="""">1</td>","<td class="""">2</td>","<td class="""">2</td>","<td class="""">2</td>","<td class="""">2</td>","<td class="""">3</td>",0,0,-52,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,25,25,25,31,30,-23,3,3,2,2,2,2,2,2,0,0,0,0,17,17,1,42,42,6,0,0,0,0,0,1,0,0,-1,114,9,,45.84%,Business Overview: [1] Company helps in building skilled human capital and enhancing workforce talent on a PAN India basis. It offers training and development solutions for enterprises and individuals and helps graduates to improve their employability for jobs in IT industries. Its programs are designed to build skilled computer hardware and networking professionals. Company works on a franchisee-based model
Usha Martin Education & Solutions Limited (NSEI:UMESLTD),NSEI:UMESLTD,Education,Consumer Discretionary,"<td class="""">0.78</td>","<td class="""">0.66</td>","<td class="""">0.73</td>","<td class="""">0.68</td>","<td class="""">0.57</td>","<td class="""">0.50</td>",0.12,0.15,0.27,0.16,0.16,0.16,0,0,0,0.00%,25.00%,55.88%,0.00%,0.00%,0.00%,2.64,2.64,2.64,11.42,11.48,11.64,2.71,2.57,1.7,1.82,1.7,1.83,1.24,1.24,1.23,0,0,0,15.5,15.5,15.5,1.85,1.65,1.08,0.2,0.12,0.62,0.02,0.17,0.26,-0.18,-0.3,-0.89,16.5,6.24,183,39.83%,"Business Overview: [1] Company provides training to freshers and professionals in different technical and functional ERP modules. Company also imparts training on E-commerce, CRM software and Sales Force Commerce Cloud."
Zee Learn Limited (BSE:533287),BSE:533287,Education,Consumer Discretionary,"<td class="""">248</td>","<td class="""">324</td>","<td class="""">356</td>","<td class="""">197</td>","<td class="""">293</td>","<td class="""">260</td>",31,-408,146,44,44,42,37,32,24,1665%,2%,12%,0%,0%,0%,33,33,33,430,-13,150,437,463,360,547,540,542,987,649,628,53,53,0,0,0,0,407,320,456,62,42,50,-6,-12,-6,-37,-30,-51,259,7.93,6.78,15.01%,"Business Overview: [1] ZLL is a part of Essel Group. They operate K-12 school, pre schools and vocational academies . ZLL also acts as a consultant to local entrepreneurs who wish to set-up K-12 schools and the Kidzee pre-school and provides end-to-end education management and advisory services. The group follows a structure of Company- Owned and Company Operated (COCO) and franchisee models. It has 49 pre school centers under the COCO model (32 Kidzee,11 Mount Litera World Pre schools and 6 Mount Litera Zee schools Junior). Company also has 6K-12 COCO schools (5 Mount Litera Zee School and 1 Mount Litera Schools International), which operate under various trusts or societies"
Asian Hotels (East) Limited (BSE:533227),BSE:533227,Hotel/Gaming,Consumer Discretionary,"<td class="""">51</td>","<td class="""">94</td>","<td class="""">108</td>","<td class="""">53</td>","<td class="""">73</td>","<td class="""">78</td>",-30,12,36,0,0,21,3,4,4,-4%,18%,25%,0%,18%,14%,12,17,17,675,186,213,141,0,334,88,38,41,710,179,178,5,3,3,91,0,0,110,60,424,3,9,-385,-10,1,58,7,-10,327,240,139,10.1,65.63%,"Hotels : [1] [2] The company owns and operates Hyatt Regency Kolkata; a 5-star hotel with 233 rooms and 4 restaurants with a space of ~36,000 sq. ft., through its wholly-owned subsidiary"
Delta Corp Limited (BSE:532848),BSE:532848,Hotel/Gaming,Consumer Discretionary,"<td class="""">616</td>","<td class="""">964</td>","<td class="""">925</td>","<td class="""">477</td>","<td class="""">598</td>","<td class="""">619</td>",30,46,107,16,24,23,56,59,64,30%,20%,25%,50%,13%,14%,27,27,27,"1,995","2,192","2,491",45,68,52,210,250,286,"1,197","1,211","1,291",7,22,179,638,560,665,435,744,721,127,154,170,-45,-74,-114,-44,-52,-54,"2,656",99.2,22.7,33.26%,Business Mix
Graviss Hospitality Limited (BSE:509546),BSE:509546,Hotel/Gaming,Consumer Discretionary,"<td class="""">48</td>","<td class="""">65</td>","<td class="""">54</td>","<td class="""">52</td>","<td class="""">55</td>","<td class="""">47</td>",2,2,1,1,0,0,5,4,4,-1%,25%,20%,0%,0%,0%,14,14,14,160,166,169,18,4,3,27,26,29,187,184,182,9,7,14,2,10,10,21,9,8,22,22,9,-28,-9,-8,2,-14,-1,325,46.1,24.5,74.91%,"Services Offered: [1] [2] [3] Company is in the business of Hospitality and Real Estate . It is having one 5 Star hotel in the name of Inter-Continental at Marine Drive, in Mumbai. As of FY22, it has 59 guest rooms and 2 meeting rooms."
Royal Orchid Hotels Limited (NSEI:ROHLTD),NSEI:ROHLTD,Hotel/Gaming,Consumer Discretionary,"<td class="""">139</td>","<td class="""">264</td>","<td class="""">294</td>","<td class="""">115</td>","<td class="""">182</td>","<td class="""">218</td>",42,16,19,17,16,18,19,18,20,10%,26%,17%,0%,12%,14%,27,27,27,98,146,163,149,158,200,89,93,79,193,206,255,0,1,0,24,27,30,145,190,184,22,56,59,-3,-9,-37,-13,-25,-39,910,332,18.9,63.64%,"Business Overview: [1] [2] ROHL is in the business of managing hotels under flagship brands. Currently it has 107+ Hotels & Resorts in 70+ Locations in 16 States. Company runs Owned hotels, Leased Hotels, Managed & Franchised Hotels, and Subsidiaries Companies"
Tribhovandas Bhimji Zaveri Limited (NSEI:TBZ),NSEI:TBZ,Retail (Special Lines),Consumer Discretionary,"<td class="""">1,844</td>","<td class="""">2,394</td>","<td class="""">2,299</td>","<td class="""">1,762</td>","<td class="""">2,269</td>","<td class="""">2,153</td>",8,5,6,41,53,57,23,24,24,22%,23%,24%,33%,29%,21%,67,67,67,461,494,535,588,575,614,341,339,243,152,159,151,0,1,0,0,0,0,"1,305","1,316","1,308",-66,93,40,-2,-7,-7,71,-87,-29,"1,157",173,18.4,74.12%,"Business Overview: [1] TBZ, a 150-year-old family-run Indian jewellery business, was the first to introduce 100% BIS hallmarked 22 karat gold jewellery, certified solitaire diamonds, and a lifetime buyback scheme on gold and diamond jewellery. It pioneered lightweight precious jewellery and offers handcrafted gold, diamond, jadau, and platinum jewellery for various occasions, as well as contemporary designs for daily wear."
Apollo Tyres Limited (NSEI:APOLLOTYRE),NSEI:APOLLOTYRE,Rubber& Tires,Consumer Discretionary,"<td class="""">20,948</td>","<td class="""">24,568</td>","<td class="""">25,378</td>","<td class="""">18,353</td>","<td class="""">21,235</td>","<td class="""">20,909</td>",118,64,77,465,551,527,"1,400","1,419","1,478",25%,27%,32%,32%,27%,22%,64,64,64,"11,689","12,515","13,839","7,061","6,421","4,905","8,228","8,282","8,068","17,591","17,653","17,006",618,253,348,481,436,532,"8,350","8,940","8,989","2,154","2,137","3,440","-1,172",-478,-711,"-1,081","-1,692","-2,659","26,878",423,17.7,37.36%,"Brands Company is the owner of 2 brands of tyres, Apollo & Vredestein. Apollo brand primarily manufactures tyres for the Indian Sub-continent. The Vredestein brand operates in Europe and is over 110 years old & has achieved premium brand premium brand status in the industry. [1]"
JK Tyre & Industries Limited (BSE:530007),BSE:530007,Rubber& Tires,Consumer Discretionary,"<td class="""">11,983</td>","<td class="""">14,645</td>","<td class="""">15,002</td>","<td class="""">10,910</td>","<td class="""">13,347</td>","<td class="""">12,911</td>",40,-25,4,419,454,447,385,407,437,35%,36%,33%,18%,19%,15%,49,49,52,"2,799","3,347","4,435","5,220","4,882","4,609","4,092","4,061","4,915","6,429","6,467","6,829",106,195,367,133,144,138,"5,493","5,533","6,677",346,"1,224","1,614",-244,-398,"-1,203",-96,-747,-413,"8,459",309,11.1,50.56%,"Leadership [1] <h1>Pioneer of radial technology in India and No. 1 Truck/Bus Radial (TBR) manufacturer.</h1>
<h1>1st company in India with OE fitment of tubeless passenger radials.</h1>
<h1>1st in India to launch high-performance H, V and Z-rated passenger radial tyres.</h1>
<h1>First in India to launch Tyre Pressure Monitoring System (TPMS) based on sensor</h1> technology. <h1>19th Ranked top tyre company Globally</h1>"
TVS Srichakra Limited (BSE:509243),BSE:509243,Rubber& Tires,Consumer Discretionary,"<td class="""">2,543</td>","<td class="""">2,985</td>","<td class="""">2,926</td>","<td class="""">2,373</td>","<td class="""">2,751</td>","<td class="""">2,625</td>",4,4,-2,34,44,48,80,92,104,27%,23%,26%,29%,32%,34%,8,8,8,963,"1,027","1,104",610,662,842,779,757,739,708,905,"1,082",226,145,143,254,255,260,"1,171","1,149","1,208",-62,206,228,-282,-202,-325,348,0,101,"2,313","3,020",33.4,45.70%,"Business Segment The company’s product portfolio includes tyres for 2/3-wheeler, Industrial Pneumatic, Farm and Implement, Skid-steer, Multi-purpose, etc. [1]"
Phoenix International Limited (BSE:526481),BSE:526481,Shoe,Consumer Discretionary,"<td class="""">26.97</td>","<td class="""">32.37</td>","<td class="""">27.45</td>","<td class="""">13.33</td>","<td class="""">19.73</td>","<td class="""">13.76</td>",0.13,0.71,0.34,8.66,6.94,6.97,3.96,3.62,3.63,-66.96%,22.94%,30.61%,0.00%,0.00%,0.00%,16.79,16.79,16.79,322.44,327.02,329.85,94.95,85.69,75.51,37.73,39.45,25.18,277.69,274.07,270.45,0,0,0,6.14,6.14,6.14,188.08,188.74,170.74,4.2,18.33,21.73,-0.14,0.11,0.09,-6.42,-16.61,-22.54,93.2,55.5,35.6,70.22%,"Business Overview: [1] Company was engaged in shoe manufacturing in Noida but production was discontinued from FY00 to FY05, and company was largely involved in trading of shoe uppers in export markets. In FY06, company restarted manufacturing of leather shoe uppers from    a leased premise in Chennai. In FY07, company’s manufacturing facility at Noida was refurbished as a commercial office space and leased out to 5 tenants."
Super Tannery Limited (BSE:523842),BSE:523842,Shoe,Consumer Discretionary,"<td class="""">221</td>","<td class="""">227</td>","<td class="""">229</td>","<td class="""">206</td>","<td class="""">209</td>","<td class="""">211</td>",3,2,2,4,4,5,6,7,7,36%,19%,32%,12%,9%,9%,11,11,11,75,81,86,77,68,78,69,65,71,74,73,78,8,11,13,0,0,0,149,140,155,20,21,7,-11,-6,-14,-9,-13,6,109,10.1,18,58.42%,"Business Overview: [1] Company is a buffalo leather tannery which manufactures leather for Automotive & Furniture Upholstery, Safety & Lifestyle Footwear, Bags, Belts, Accessories, Sporting Goods and Equestrian equipment Product Profile: [2] Finished Leather, Men’s Footwear, Ladies Footwear, Children Footwear, Safety Footwear, Leather Accessories, Readymade Garments, Leather Garments, Riding Products, Safety Wear"
Varun Beverages Limited (NSEI:VBL),NSEI:VBL,Beverage (Soft),Consumer Staples,"<td class="""">8,823</td>","<td class="""">13,173</td>","<td class="""">16,043</td>","<td class="""">7,129</td>","<td class="""">10,310</td>","<td class="""">12,326</td>",51,-18,-5,207,204,292,531,617,681,26%,23%,23%,16%,15%,16%,433,650,650,"3,647","4,453","6,287","3,387","3,884","5,431","2,113","2,632","2,819","6,311","6,932","8,409",497,607,"1,922",0,0,21,"2,772","4,079","4,835","1,231","1,790","2,391","-1,008","-1,769","-3,288",-178,-18,985,"1,81,790",538,71.6,60.20%,"Brands [1] PepsiCo. franchised Brands - Pepsi, Tropicana, Slice, 7UP, Sting, Kurkure, Aquafina, Lipton, Doritos, Mirinda, Fritolay etc. Own Brands - Jive, Cooe, Reboost, Creambell, Aquaclear, Refreshh etc."
Andrew Yule & Company Limited (BSE:526173),BSE:526173,Farming/Agriculture,Consumer Staples,"<td class="""">414</td>","<td class="""">374</td>","<td class="""">310</td>","<td class="""">423</td>","<td class="""">380</td>","<td class="""">399</td>",34,32,38,8,10,16,6,6,7,109%,87%,-13%,0%,3%,0%,98,98,98,276,287,242,67,100,114,197,257,257,112,142,162,82,94,88,197,201,219,247,305,242,-63,54,23,23,-29,-21,4,-8,-12,"1,834",37.5,,89.25%,"History Andrew Yule & Company Limited (AYCL) was incorporated in 1919 as a Private Sector Co. to work as a managing agency. With the abolition of the managing agency system, the Co. lost its traditional business, and the Govt of India acquired the Co. in 1979. [1]"
Avanti Feeds Limited (BSE:512573),BSE:512573,Food Processing,Consumer Staples,"<td class="""">5,036</td>","<td class="""">5,087</td>","<td class="""">5,369</td>","<td class="""">4,722</td>","<td class="""">4,692</td>","<td class="""">4,909</td>",54,79,136,4,4,3,41,43,56,24%,27%,27%,38%,31%,24%,14,14,14,"1,882","2,082","2,352",4,3,17,617,636,716,273,398,497,40,34,9,931,"1,005",746,"1,272","1,298","1,847",-212,451,263,299,-418,-224,-68,-65,-60,"9,024",662,21.6,43.23%,"Shrimp Feed Business (81% of 9MFY24 revenues) [1] The company is the largest producer of shrimp feed in India with a market share of ~45% in the domestic feed business . [2] It sold and produced ~4,06,995 MT of shrimp feed in 9MFY24. [3] The feed is sold in India, Bangladesh and Sri Lanka. [4]"
B & A Limited (BSE:508136),BSE:508136,Food Processing,Consumer Staples,"<td class="""">290</td>","<td class="""">292</td>","<td class="""">290</td>","<td class="""">247</td>","<td class="""">269</td>","<td class="""">273</td>",2,6,9,4,4,5,5,5,5,26%,33%,22%,3%,1%,0%,3,3,3,111,119,129,24,30,49,60,65,71,86,89,117,6,6,10,0,0,0,107,123,125,31,11,33,-14,-16,-50,-5,-6,9,174,560,12.6,59.15%,"Business Overview: Company is engaged in the business of cultivation, production and sale of black tea which is seasonal in nature. [1] Company is operating 11 tea estates, including the latest acquisition in and around different locations of upper Assam, like Jorhat, Sibsagar and Golaghat. The Company produced around 5.5 million kgs. super quality tea. [2] Company produces superior quality of tea, which commands a premium over industry average levels. All the tea gardens are located in upper Assam which is well-known for its superior quality of tea due to its favourable climatic conditions and better soil structure. Accordingly, the average realisations of tea manufactured by the company are higher than the average realisations in the tea auctions. From April 2022 onwards, company’s Gatoonga Tea Estate was ranked as no.1 followed by Mokrung Tea Estate at no.3 and Salkathoni Tea Estate at no.7 in All India Batting Order in terms of price fetched by the company in Assam for CTC tea in the auctions. [3]"
