Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,tax%_2022,tax%_2023,tax%_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,CL_2022,CL_2023,CL_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,P/E,PromoterHold,About,MCap_category,EBIT_2024,EBIT_2023,EBIT_2022,operating_margin_24,operating_margin_23,operating_margin_22,avg_operating_margin,shares_outstanding,P/R,cash,CA_2024,CA_2023,CA_2022,Change_WC_24-23,Change_WC_23-22,Reinv_rate_24,Reinv_rate_23,Equity_2024,Equity_2023,Equity_2022,invested_capital_2024,invested_capital_2023,invested_capital_2022,ROC_2024,ROC_2023,ROC_2022,sales_to_capital_24-23,sales_to_capital_23-22,debt%_2024,debt%_2023,debt%_2022,Kd,Beta,Ke,WACC,asset_turnover,capex/revenue,Revenue Growth Rates,Forecasted Revenues,Comparison with Biggest Player,Operating Margin Forecast,Forecasted EBIT,growth in operating income,sales/capital scenario 1,sales/capital scenario 2,sales/capital scenario 3,Industry ROIC,Forecasted Reinvestment Scenario 1,Forecasted Reinvestment Scenario 2,Forecasted Reinvestment Scenario 3,Year 10 ROIC(1),Year 10 ROIC(2),Year 10 ROIC(3),total_reinvestment(1),total_reinvestment(2),total_reinvestment(3),best_scenario,fcff,PV_FCFF,share_price
Themis Medicare Limited (BSE:530199),BSE:530199,Drugs (Pharmaceutical),Health Care,395,354,382,299,287,330,18,25,24,9,10,9,9,10,12,23%,22%,19%,6%,8%,11%,9,9,9,278,330,368,80,92,96,61,82,93,144,162,168,3,3,3,56,70,89,225,279,307,34,16,22,-16,-24,-16,-18,0,-9,2088,227,39.4,67.15,"Business Segments [1] A) Hospital Business - Critical Care Division, Intensive Care Division, Institution Business, Exports. Hospital Business is a major growth driver. Critical Care and Intensive Care teams contribute to building Hospital Business with new launches and increased hospital/doctorâs coverage.",Small,61,77,105,0.159685864,0.217514124,0.265822785,0.214340924,9.198237885,5.465968586,270.3333333,399,352,284,36,47,0.327868852,0.298701299,377,339,287,473,431,367,0.128964059,0.178654292,0.286103542,0.666666667,-0.640625,0.202959831,0.213457077,0.217983651,10.49818841,1.4,15.9,14.80364923,0.67372134,0.041884817,"[8, 7, 7, 7, 6, 6, 6, 6, 6, 5, 5]","[413, 441, 472, 505, 536, 568, 602, 638, 676, 710, 746]",FALSE,"[0.16, 0.16, 0.16, 0.16, 0.16, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15]","[46.26, 49.39, 52.86, 56.56, 60.03, 59.64, 63.21, 66.99, 70.98, 74.55, 78.33]",45.81,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1409,"[25.83, 18.67, 16.32, 14.35, 11.48, 11.85, 12.59, 13.33, 14.07, 12.59, 27.8]","[22.96, 23.33, 29.52, 36.67, 41.33, 49.23, 61.82, 80.0, 108.57, 113.33, 27.8]","[23.85, 17.5, 15.5, 13.75, 12.4, 12.8, 13.6, 17.14, 22.35, 26.15, 27.8]",0.1195,0.0717,0.115,178.88,594.56,202.84,1,"[20.43, 30.72, 36.54, 42.21, 48.55, 47.79, 50.620000000000005, 53.66, 56.910000000000004, 61.959999999999994, 50.53]","[17.79560156544435, 23.308258457687653, 24.149128574010476, 24.299233806890737, 24.345055493167102, 20.873865079328098, 19.258935968843392, 17.78300389776178, 16.42810038094014, 15.579534535632325, 129.59988116152758]",88.57717559
Unichem Laboratories Limited (BSE:506690),BSE:506690,Drugs (Pharmaceutical),Health Care,1270,1343,1705,1198,1389,1605,47,0,-26,6,17,23,91,113,113,-50%,15%,14%,85%,-14%,0%,14,14,14,2604,2421,2348,349,314,248,351,444,559,990,1257,1196,494,147,123,264,2,1,1571,1787,1849,-260,-85,17,100,241,57,191,-81,-106,4918,698,98.2,70.22,"Therapeutic Areas The company manufactures and markets APIs and pharmaceutical formulations as branded & non-branded generics. The companyâs products cater to diverse therapeutic areas such as cardiology, gas, diabetology, gastroenterology psychiatry, neurology, antibacterial, anti-infective, and pain management. [1]",Small,123,-29,78,0.072140762,-0.021593448,0.061417323,0.037321546,7.045845272,2.884457478,1735.666667,1973,1936,2329,-78,-486,-0.170731707,8.448275862,2362,2435,2618,2610,2749,2967,0.047126437,-0.010549291,0.026289181,-2.604316547,-0.334862385,0.095019157,0.114223354,0.117627233,5.469134665,1.4,15.9,14.90886797,0.538024613,-0.033431085,"[8, 7, 7, 7, 6, 6, 6, 6, 6, 5, 5]","[1841, 1970, 2108, 2256, 2391, 2535, 2687, 2848, 3019, 3170, 3328]",FALSE,"[0.07, 0.08, 0.09, 0.1, 0.1, 0.11, 0.12, 0.13, 0.13, 0.14, 0.15]","[90.21, 110.32, 132.8, 157.92, 167.37, 195.2, 225.71, 259.17, 274.73, 310.66, 349.44]",370.33,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1409,"[113.33, 86.0, 72.63, 64.35, 50.0, 53.33, 56.3, 59.63, 63.33, 55.93, 124.0]","[100.74, 107.5, 131.43, 164.44, 180.0, 221.54, 276.36, 357.78, 488.57, 503.33, 124.0]","[104.62, 80.62, 69.0, 61.67, 54.0, 57.6, 60.8, 76.67, 100.59, 116.15, 124.0]",0.0946,0.0604,0.0916,798.83,2655.69,905.72,1,"[-23.120000000000005, 24.319999999999993, 60.170000000000016, 93.57, 117.37, 141.87, 169.41000000000003, 199.54000000000002, 211.40000000000003, 254.73000000000002, 225.44]","[-20.12029220095069, 18.41859414226626, 39.65695576909835, 53.66886918646228, 58.585396513515605, 61.626753770952995, 64.04190162227155, 65.64499179142943, 60.523365163136724, 63.46651239906333, 566.8543349692055]",620.0865732
Suven Life Sciences Limited (BSE:530239),BSE:530239,Heathcare Information and Technology,Health Care,12,14,12,134,139,140,5,14,29,1,0,0,4,7,6,0%,0%,-1%,0%,0%,0%,15,22,22,82,354,248,3,2,1,9,12,14,38,37,28,4,0,0,45,46,76,22,305,181,-128,-116,-115,-22,-248,94,146,396,-1,2524,116,,70.26,"Primary Focus The company has been working towards developing new molecules/ compounds in the complex CNS (central nervous system) space. [1] Most of its lead molecules address the niche areas of cognitive impairments such as amnesia, dementia, narcolepsy, Alzheimer's, delirium, etc. [2] CNS is the 2nd largest therapeutic category in the pharmaceutical industry and is also one of the fastest growing segments. [3]",Small,-128,-125,-121,-10.66666667,-8.928571429,-10.08333333,-9.892857143,21.75862069,210.3333333,169.3333333,257,351,71,-96,277,0.015625,-0.232,270,376,97,271,378,100,-0.472324723,-0.330687831,-1.21,0.018691589,0.007194245,0.003690037,0.005291005,0.03,11.11111111,1.4,15.9,15.88232882,0.042105263,-7.833333333,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[13, 13, 14, 15, 15, 16, 17, 18, 19, 20, 21]",FALSE,"[-10.67, -3.56, 0.02, 0.02, 0.05, 0.08, 0.11, 0.15, 0.18, 0.21, 0.24]","[-97.1, -32.4, 0.2, 0.21, 0.52, 0.9, 1.31, 1.89, 2.39, 2.94, 3.53]",143.76,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1054,"[0.83, 0.0, 0.53, 0.43, 0.0, 0.37, 0.37, 0.37, 0.37, 0.37, 1.67]","[0.74, 0.0, 0.95, 1.11, 0.0, 1.54, 1.82, 2.22, 2.86, 3.33, 1.67]","[0.77, 0.0, 0.5, 0.42, 0.0, 0.4, 0.4, 0.48, 0.59, 0.77, 1.67]",0.0107,0.0103,0.0107,5.31,16.24,6,2,"[-97.83999999999999, -32.4, -0.75, -0.9000000000000001, 0.52, -0.64, -0.51, -0.3300000000000003, -0.46999999999999975, -0.3900000000000001, 1.8599999999999999]","[-84.43047442479221, -24.12740317343729, -0.4819584735309414, -0.49908400539574066, 0.24883832633507916, -0.26428753943697086, -0.1817396449720919, -0.10147901069853385, -0.1247219603494515, -0.08930843171140868, 3.9139831867448964]",11.17698137
Bharat Electronics Limited (BSE:500049),BSE:500049,Aerospace/Defense,Industrials,15368,17734,20268,12024,13645,15217,232,281,670,9,19,12,401,429,443,26%,25%,25%,46%,44%,40%,244,731,731,12042,13131,15595,53,61,63,21574,21567,23136,2675,2963,3035,1006,855,894,1572,650,682,28659,31022,34913,4207,1199,4659,-4872,2708,-5924,-1078,-1262,-1475,189616,259,41.8,51.14,"Business Segments 1) Defence (81% in FY24 vs 90% in FY22): [1] [2] The company develops advanced electronic equipment, systems, and services for the Indian defense sector, including Radar and Fire Control Systems, Weapon Systems, Communication, Network Centric Systems (C4I), Electronic Warfare Systems, etc. It operates 29 strategic business units (SBUs), including 4 new SBUs- Network & Cyber Security, Unmanned Systems, Seekers, and Arms & Ammunition. The segmental revenue grew by 19%, supported by healthy order execution. [3]",Large,5063,4108,3353,0.249802645,0.231645427,0.218180635,0.233209569,732.1081081,9.355437142,31531.33333,36489,32527,31237,2393,1297,-0.697412601,0.974926972,16326,13862,12286,16389,13923,12339,0.308926719,0.295051354,0.271740011,1.02757502,1.493686869,0.003844042,0.00438124,0.004295324,22.39209737,1,13.5,13.53418159,0.512802348,0.292283402,"[20, 18, 17, 16, 14, 12, 11, 10, 8, 6, 5]","[24322, 28699, 33578, 38951, 44404, 49733, 55203, 60723, 65581, 69516, 72992]",TRUE,"[0.25, 0.24, 0.23, 0.22, 0.21, 0.2, 0.2, 0.19, 0.18, 0.17, 0.16]","[4256.35, 4821.43, 5406.06, 5998.45, 6527.39, 6962.62, 7728.42, 8076.16, 8263.21, 8272.4, 8175.1]",5598.21,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.292,"[3378.33, 2918.0, 2567.89, 2336.09, 2019.63, 1973.7, 2025.93, 2044.44, 1799.26, 1457.41, 1399.85]","[3002.96, 3647.5, 4646.67, 5970.0, 7270.67, 8198.46, 9945.45, 12266.67, 13880.0, 13116.67, 1399.85]","[3118.46, 2735.62, 2439.5, 2238.75, 2181.2, 2131.6, 2188.0, 2628.57, 2857.65, 3026.92, 1399.85]",0.2126,0.0841,0.1973,23920.53,83344.9,26946.12,1,"[878.0200000000004, 1903.4300000000003, 2838.1700000000005, 3662.3599999999997, 4507.76, 4988.92, 5702.49, 6031.719999999999, 6463.949999999999, 6814.99, 6775.25]","[773.3530005478437, 1476.670648352913, 1939.3603132477126, 2204.217759426738, 2389.6132458709935, 2329.4143019616026, 2345.1903387334196, 2184.882585461003, 2062.3305968145005, 1915.1327621519497, 22309.873515421168]",147.944506
Blue Star Limited (BSE:500067),BSE:500067,Building Materials,Industrials,6064,7977,9685,5717,7478,9017,36,195,44,46,55,58,86,85,98,33%,28%,26%,57%,29%,35%,19,19,41,998,1311,2569,554,662,243,2741,3455,3758,433,859,1165,152,83,127,162,148,267,3565,4357,5053,87,243,289,-67,-178,-524,-82,-76,365,36185,1760,68.9,36.46,"Business Segments 1 Electro-Mechanical Projects : Large central AC & ventilation projects, Fire-fighting projects, Water projects, Plumbing projects, Electrical projects and Railway electrification. [1] 2 Commercial Air Conditioning : Blue Star is the market leader in Conventional and Inverter Ducted Air Conditioning Systems and Scroll Chillers and is at the second position in VRFs and Screw Chillers 3 Unitary products : ACs, Air Coolers, Water Purifiers, Commercial Refrigeration etc. Products available in 8,800 outlets in 650+ locations. 4 Professional Electronics and Industrial Systems (PE&IS) : Specialized Technology Solutions, Engineered Turnkey Projects, Value-Enhancing Services, MedTech Solutions, Data Security Solutions, Industrial Solutions. [2]",Large,726,554,393,0.07496128,0.069449668,0.064808707,0.069739885,20.55965909,3.736189985,4325,5447,4588,3879,556,-5,0.044077135,-0.33032491,2610,1330,1017,2853,1992,1571,0.25446898,0.27811245,0.250159134,1.983739837,4.543942993,0.085173502,0.332329317,0.35264163,13.49323965,1,13.5,13.4994242,1.464761041,0.054104285,"[10, 10, 9, 8, 8, 8, 7, 6, 6, 6, 5]","[10654, 11719, 12774, 13795, 14899, 16091, 17217, 18250, 19345, 20506, 21531]",TRUE,"[0.07, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08]","[522.05, 656.26, 715.34, 772.52, 834.34, 901.1, 964.15, 1022.0, 1083.32, 1148.34, 1205.74]",976.7,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1274,"[807.5, 710.0, 555.26, 443.91, 408.89, 441.48, 417.04, 382.59, 405.56, 430.0, 473.21]","[717.78, 887.5, 1004.76, 1134.44, 1472.0, 1833.85, 2047.27, 2295.56, 3128.57, 3870.0, 473.21]","[745.38, 665.62, 527.5, 425.42, 441.6, 476.8, 450.4, 491.9, 644.12, 893.08, 473.21]",0.1462,0.0541,0.1333,5475.44,18864.94,6235.03,1,"[-285.45000000000005, -53.74000000000001, 160.08000000000004, 328.60999999999996, 425.45000000000005, 459.62, 547.1099999999999, 639.4100000000001, 677.76, 718.3399999999999, 732.53]","[-251.49907324942316, -41.71673835420201, 109.48537262113125, 198.0186713895114, 225.88127817718882, 214.99926177292807, 225.48572083658505, 232.18286072923547, 216.83681001409843, 202.48528492455836, 2429.4016810952394]",627.2750474
Dhabriya Polywood Limited (BSE:538715),BSE:538715,Building Materials,Industrials,134,171,211,120,153,180,0,0,1,4,4,5,3,4,7,25%,22%,28%,0%,6%,4%,11,11,11,49,58,71,54,57,53,16,19,29,45,63,71,8,0,5,0,0,0,76,83,88,10,14,32,-7,-13,-20,-1,-1,-10,458,423,28.3,67.75,"Business Overview: [1] [2] DPL is a manufacturer & suppliers of Extruded uPVC/PVC (Unplasticized/Rigid Poly Vinyl Chloride) Profiles under brand Polywood , Sheets, Moldings & uPVC Windows & Doors etc. with various designs to suit the complete fabrication requirement of Doors, Windows, Partitions, False Ceilings, Wall Panelling, Pelmet, Kitchen Cabinets & other interior applications. Company has also launched for the first time in India some exquisite products like PVC Fluted Panels, PVC Folding Doors, PVC Designer Doors, PVC Fencing, System Aluminium Windows & Doors, SPC Flooring, PVC foam board, Wood Plastic Composite Panels.",Micro,36,22,18,0.170616114,0.128654971,0.134328358,0.144533148,1.082742317,2.170616114,82.33333333,93,83,84,0,-4,-0.555555556,-0.772727273,82,69,60,135,126,114,0.266666667,0.174603175,0.157894737,4.444444444,3.083333333,0.392592593,0.452380952,0.473684211,7.952971177,1.6,17.1,13.50894424,1.286585366,0.09478673,"[10, 10, 9, 8, 8, 8, 7, 6, 6, 6, 5]","[232, 255, 278, 301, 325, 351, 375, 398, 421, 447, 469]",FALSE,"[0.17, 0.16, 0.15, 0.14, 0.13, 0.13, 0.12, 0.11, 0.1, 0.09, 0.08]","[27.61, 28.56, 29.19, 29.5, 29.58, 31.94, 31.5, 30.65, 29.47, 28.16, 26.26]",-1.93,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1274,"[17.5, 15.33, 12.11, 10.0, 8.89, 9.63, 8.89, 8.52, 8.52, 9.63, 10.31]","[15.56, 19.17, 21.9, 25.56, 32.0, 40.0, 43.64, 51.11, 65.71, 86.67, 10.31]","[16.15, 14.38, 11.5, 9.58, 9.6, 10.4, 9.6, 10.95, 13.53, 20.0, 10.31]",0.1154,0.0525,0.108,119.33,411.63,136,2,"[12.049999999999999, 9.389999999999997, 7.290000000000003, 3.9400000000000013, -2.4200000000000017, -8.059999999999999, -12.14, -20.46, -36.239999999999995, -58.510000000000005, 15.950000000000001]","[10.615903513765304, 7.287950659344464, 4.9846799109360616, 2.3734270337598335, -1.284295452058954, -3.768378663761086, -5.00043857557457, -7.424461426379688, -11.585570667440873, -16.47893935294233, 52.79395124554397]",138.3959593
Everest Industries Limited (BSE:508906),BSE:508906,Building Materials,Industrials,1365,1648,1575,1292,1580,1534,26,41,25,3,32,13,29,34,32,34%,1%,15%,21%,22%,22%,16,16,16,527,566,582,55,113,96,461,437,506,398,388,399,19,26,80,0,0,0,641,718,720,32,-168,182,36,40,-93,-18,42,-39,930,588,118,50.15,"Building Products Segment (69% of FY23 revenue) [1] The segment's product portfolio includes:- Roofing - one of the largest manufacturers of Asbestos Cement (AC) roofing solutions in India. Everest Fibre Cement Roof - fiber sheets made using a specially developed fiber orientation process. Everest Supercolor - colored fiber cement roofing sheets. Rooflight - high-quality polycarbonate roofing sheets Hi-Tech - corrugated cement roofing sheet reinforced with strong factory-produced fibers. Boards & Panels - boards are manufactured from Portland cement, which helps speed up the construction process. Heavy Duty Boards - helps create impact-resistant walls Artewood - pre-finished premium plank with teakwood texture Designer Ceilings - easy-to-install ceilings and offer instant access to the ventilation system. [2]",Small,54,100,76,0.034285714,0.060679612,0.055677656,0.050214327,1.581632653,0.59047619,693,800,744,660,-13,108,-1.962962963,1.48,598,582,543,694,695,598,0.077809798,0.143884892,0.127090301,73,2.917525773,0.13832853,0.162589928,0.091973244,15.77159873,1.4,15.9,15.88223844,1.313594662,0.059047619,"[10, 10, 9, 8, 8, 8, 7, 6, 6, 6, 5]","[1733, 1906, 2077, 2243, 2423, 2617, 2800, 2968, 3146, 3335, 3502]",FALSE,"[0.03, 0.04, 0.04, 0.05, 0.05, 0.06, 0.06, 0.07, 0.07, 0.08, 0.08]","[36.39, 53.37, 58.16, 78.5, 84.8, 109.91, 117.6, 145.43, 154.15, 186.76, 196.11]",228.17,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1274,"[131.67, 115.33, 90.0, 72.17, 66.67, 71.85, 67.78, 62.22, 65.93, 70.0, 76.97]","[117.04, 144.17, 162.86, 184.44, 240.0, 298.46, 332.73, 373.33, 508.57, 630.0, 76.97]","[121.54, 108.12, 85.5, 69.17, 72.0, 77.6, 73.2, 80.0, 104.71, 145.38, 76.97]",0.1239,0.0507,0.1145,890.59,3068.57,1014.19,1,"[-95.27999999999999, -61.96, -31.840000000000003, 6.329999999999998, 18.129999999999995, 38.06, 49.81999999999999, 83.21000000000001, 88.22, 116.75999999999999, 119.14000000000001]","[-82.2214010375746, -46.1400071780703, -20.460791604639514, 3.5102351224700845, 8.675877788323845, 15.716923161019261, 17.75356577580332, 25.588245963229053, 23.410741655343667, 26.737779018489178, 250.70939077759238]",973.8548053
Somany Ceramics Limited (BSE:531548),BSE:531548,Building Materials,Industrials,2095,2479,2605,1888,2290,2352,13,12,9,30,40,46,64,68,73,26%,28%,30%,14%,18%,13%,8,8,8,718,778,712,512,534,378,550,682,878,752,1015,1121,227,47,10,60,32,15,749,908,831,143,165,393,-255,-91,-124,64,-21,-356,1978,482,24.9,55.01,"Product Offerings Revenue Break-up FY23 The company's product portfolio comprises ceramic tiles (34%), polished vitrified tiles (26%), glazed vitrified tiles (29%), sanitary ware (6%), and bath fittings (4%). [1]",Small,299,229,237,0.114779271,0.092375958,0.113126492,0.106760573,4.10373444,0.759309021,829.3333333,856,987,1036,-327,-181,-1.508361204,-1.187772926,720,786,726,1098,1320,1238,0.272313297,0.173484848,0.191437803,-0.567567568,4.682926829,0.344262295,0.404545455,0.413570275,8.506441291,1.4,15.9,13.35467651,1.31765301,0.047600768,"[10, 10, 9, 8, 8, 8, 7, 6, 6, 6, 5]","[2866, 3152, 3436, 3711, 4007, 4328, 4631, 4909, 5203, 5516, 5791]",FALSE,"[0.11, 0.11, 0.11, 0.1, 0.1, 0.1, 0.09, 0.09, 0.09, 0.08, 0.08]","[220.68, 242.7, 264.57, 259.77, 280.49, 302.96, 291.75, 309.27, 327.79, 308.9, 324.3]",148.03,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1274,"[217.5, 190.67, 149.47, 119.57, 109.63, 118.89, 112.22, 102.96, 108.89, 115.93, 127.28]","[193.33, 238.33, 270.48, 305.56, 394.67, 493.85, 550.91, 617.78, 840.0, 1043.33, 127.28]","[200.77, 178.75, 142.0, 114.58, 118.4, 128.4, 121.2, 132.38, 172.94, 240.77, 127.28]",0.1264,0.0511,0.1166,1473.01,5075.52,1677.47,1,"[3.180000000000007, 52.03, 115.1, 140.2, 170.86, 184.07, 179.53, 206.31, 218.90000000000003, 192.96999999999997, 197.02]","[2.805354042642979, 40.492532749589344, 79.02363410517057, 84.91614032768706, 91.29420110637523, 86.76535758312927, 74.65535030487477, 75.68411621743363, 70.84199525602841, 55.09286757584743, 673.2653393940226]",637.7533099
IMP Powers Limited (NSEI:INDLMETER),NSEI:INDLMETER,Electrical Equipment,Industrials,66,28,2,208,74,16,-33,0,1,8,0,0,7,6,6,17%,0%,0%,0%,0%,0%,9,9,9,-203,-255,-275,291,308,320,75,81,78,58,51,45,0,0,0,0,0,0,114,91,86,-23,-13,-8,0,0,0,23,14,7,4.84,5.6,,16.76,"Business Overview: [1] IMPPL is a flagship company of IMP MANGALAM group which does manufacturing of EHV, Power, Distribution, Special Purpose, Furnace, Thyristor Duty Transformers &  Reactor up to 315MVA 400 kV Class.  Company manufactures electrical equipment starting with Measuring and Testing equipment including Energy meters, Auxiliary and Distribution Transformers, Power & Special Transformers, EHV (220 kV and 400 kV), with an installed base of 35,000 transformers across the globe",Nano,-14,-46,-134,-7,-1.642857143,-2.03030303,-3.557720058,0.864285714,2.42,97,86,91,114,-2,-29,0.142857143,0.630434783,-266,-246,-194,54,62,97,-0.259259259,-0.741935484,-1.381443299,3.25,1.085714286,5.925925926,4.967741935,3,0.916380298,1.8,18.3,-84.71404268,0.015267176,0,"[10, 10, 9, 8, 8, 8, 7, 6, 6, 6, 5]","[2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4]",FALSE,"[-7.0, -2.33, 0.02, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09]","[-9.8, -3.26, 0.04, 0.04, 0.06, 0.08, 0.14, 0.17, 0.2, 0.22, 0.25]",14.36,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1004,"[0.0, 0.0, 0.53, 0.0, 0.0, 0.0, 0.37, 0.0, 0.0, 0.0, 0.12]","[0.0, 0.0, 0.95, 0.0, 0.0, 0.0, 1.82, 0.0, 0.0, 0.0, 0.12]","[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.12]",0.004,0.0039,0.004,1.02,2.89,1.02,2,"[-9.8, -3.26, -0.9099999999999999, 0.04, 0.06, 0.08, -1.6800000000000002, 0.17, 0.2, 0.22, 0.13]","[-64.11113019986108, -139.5186658740268, -254.7789035738133, 73.26379663242248, 718.9323680873541, 6270.961449706504, -861510.9128152356, 570305.7890559271, 4389309.567334819, 31586118.04844778, -20804462.42738221]",17223734.66
Swelect Energy Systems Limited (BSE:532051),BSE:532051,Electrical Equipment,Industrials,354,246,243,273,184,159,5,2,79,23,30,51,28,26,42,9%,18%,10%,14%,33%,10%,15,15,15,760,772,824,459,550,569,166,148,253,566,666,717,25,32,7,291,285,275,519,504,663,97,131,90,-73,-284,-82,99,11,32,1269,837,48.5,56.36,"Company Overview The company is engaged in the business of manufacturing and trading Solar power projects, off-grid solar photovoltaic modules, based on crystalline silicon technology (c-Si), solar and wind power generation, contract manufacturing services, installation and maintenance services, sale of Solar Photovoltaic inverters and energy efficient lighting systems. [1]",Small,135,92,104,0.555555556,0.37398374,0.293785311,0.407774869,1.516129032,5.222222222,562,945,821,835,19,4,-0.466666667,-3.043478261,839,787,775,1408,1337,1234,0.095880682,0.06881077,0.084278768,-0.042253521,-1.048543689,0.404119318,0.411368736,0.371961102,6.476177282,1.4,15.9,12.09165119,0.146209386,0.33744856,"[10, 10, 9, 8, 8, 8, 7, 6, 6, 6, 5]","[267, 294, 320, 346, 374, 404, 432, 458, 485, 515, 540]",FALSE,"[0.56, 0.51, 0.46, 0.42, 0.37, 0.32, 0.28, 0.23, 0.18, 0.14, 0.09]","[104.66, 104.96, 103.04, 101.72, 96.87, 90.5, 84.67, 73.74, 61.11, 50.47, 34.02]",-100.91,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1004,"[20.0, 18.0, 13.68, 11.3, 10.37, 11.11, 10.37, 9.63, 10.0, 11.11, 16.94]","[17.78, 22.5, 24.76, 28.89, 37.33, 46.15, 50.91, 57.78, 77.14, 100.0, 16.94]","[18.46, 16.88, 13.0, 10.83, 11.2, 12.0, 11.2, 12.38, 15.88, 23.08, 16.94]",0.0329,0.027,0.0325,142.51,480.18,161.85,2,"[86.88, 82.46, 78.28, 72.83, 59.540000000000006, 44.35, 33.760000000000005, 15.959999999999994, -16.03, -49.53, 17.080000000000002]","[77.50800267346133, 65.62915266205107, 55.581596483383784, 46.13358911090081, 33.646701627951956, 22.3590848539181, 15.18411803902478, 6.403932617790499, -5.738179403503992, -15.81742053332469, 76.91443133680608]",681.8713892
